"gene_list","mutation","precog_metaZ","tot_int","mut_int","network_score"
"IGF2BP3","BOTH",1.229,409,357,311.611246943765
"TP53BP1","BOTH",0.352,382,345,311.583769633508
"RUFY1","BOTH",-0.986,397,351,310.329974811083
"PABPC4","BOTH",0.683,386,346,310.145077720207
"SSB","ORF",0.559,401,352,308.98753117207
"MAPRE1","BOTH",-0.326,392,348,308.938775510204
"NUMA1","BOTH",-1.921,381,343,308.790026246719
"VCAM1","ORF",0.608,390,347,308.741025641026
"VHL","BOTH",3.293,375,340,308.266666666667
"DDX6","ORF",1.992,405,353,307.676543209877
"ZNF598","ORF",-1.156,396,349,307.578282828283
"CCT4","ORF",-0.132,385,344,307.366233766234
"PCNA","BOTH",3.238,385,344,307.366233766234
"DVL2","ORF",-1.844,370,337,306.943243243243
"CREBBP","BOTH",0.402,349,327,306.386819484241
"BAG3","ORF",-0.466,385,343,305.581818181818
"DDX23","ORF",0.786,374,338,305.465240641711
"USP15","BOTH",-0.173,374,338,305.465240641711
"SRRM2","BOTH",-1.091,379,340,305.013192612137
"CCT5","BOTH",1.057,388,344,304.989690721649
"DYRK1A","ORF",-0.373,368,335,304.959239130435
"NFX1","BOTH",-1.04,393,346,304.620865139949
"HNRNPR","BOTH",-0.373,410,352,302.20487804878
"LARP1","BOTH",-0.754,408,351,301.963235294118
"RPSA","ORF",0.063,427,359,301.829039812646
"DLST","BOTH",-1.764,413,353,301.716707021792
"SF3B1","BOTH",-0.194,413,353,301.716707021792
"IGF1R","ORF",-1.813,361,330,301.662049861496
"RHOU","ORF",-0.006,346,323,301.528901734104
"TCP1","BOTH",0.54,407,350,300.982800982801
"CALM1","BOTH",-1.995,396,345,300.568181818182
"G3BP2","ORF",-1.443,402,347,299.524875621891
"DPP4","ORF",-2.928,356,326,298.52808988764
"FKBP8","BOTH",0.383,414,351,297.586956521739
"RAD18","BOTH",-0.421,366,330,297.540983606557
"RPL10A","ORF",-1.032,427,356,296.805620608899
"PRMT5","ORF",-0.312,372,332,296.301075268817
"RPA4","ORF",0.542,378,334,295.121693121693
"JUP","BOTH",0.689,392,340,294.897959183673
"CAPRIN1","ORF",-0.101,386,337,294.220207253886
"HIST1H1A","ORF",2.097,357,324,294.050420168067
"CBL","ORF",1.034,344,318,293.96511627907
"RSL1D1","BOTH",0.463,394,340,293.401015228426
"SNRNP200","BOTH",-1.668,374,331,292.94385026738
"DYNC1H1","ORF",-1.507,397,341,292.899244332494
"LRRK2","BOTH",0.607,363,326,292.771349862259
"TRIM33","BOTH",-0.636,348,319,292.416666666667
"SNRPB","BOTH",0.612,408,345,291.727941176471
"FBXW11","ORF",1.127,326,308,290.993865030675
"RIPK4","BOTH",-0.417,342,315,290.131578947368
"MCAM","BOTH",-2.472,353,320,290.084985835694
"RNF43","BOTH",-2.021,340,314,289.988235294118
"POLR2A","BOTH",-1.671,369,327,289.780487804878
"NONO","ORF",-0.607,376,330,289.627659574468
"SUPT16H","BOTH",-0.938,374,329,289.414438502674
"RPL7","BOTH",0.745,419,348,289.031026252983
"PSMD1","BOTH",2.569,364,324,288.395604395604
"DCTN1","ORF",-3.077,360,322,288.011111111111
"ATXN3","BOTH",-0.15,367,325,287.806539509537
"GBF1","NON_ORF",-1.209,356,320,287.640449438202
"SPOP","ORF",-1.197,370,326,287.232432432432
"PLK1","ORF",1.792,359,321,287.022284122563
"FGFR4","BOTH",-2.113,335,310,286.865671641791
"HIF1A","ORF",1.833,318,302,286.805031446541
"MTA2","ORF",0.374,340,312,286.305882352941
"TFRC","BOTH",5.039,407,341,285.702702702703
"LMAN1","ORF",-1.655,391,334,285.309462915601
"RNF149","ORF",1.215,389,333,285.061696658098
"HIST1H3C","ORF",1.101,344,313,284.793604651163
"YY1","BOTH",3.842,344,313,284.793604651163
"DLD","ORF",-0.279,392,334,284.581632653061
"WWTR1","BOTH",0.305,323,303,284.238390092879
"HSPH1","BOTH",1.373,367,322,282.517711171662
"SMARCA5","BOTH",-0.036,345,312,282.15652173913
"FOXA1","ORF",-1.835,375,325,281.666666666667
