"gene_list","mutation","precog_metaZ","tot_int","mut_int","network_score"
"GREB1","ORF",-4.154,25,23,21.16
"ZNRF3","BOTH",-2.106,25,23,21.16
"SIVA1","ORF",2.357,32,26,21.125
"PDK2","BOTH",-3.362,23,22,21.0434782608696
"FMOD","BOTH",-5.394,21,21,21
"SLC39A8","BOTH",-3.829,21,21,21
"SLC25A25","ORF",-2.096,30,25,20.8333333333333
"ADAM21","ORF",2.232,35,27,20.8285714285714
"MYBPC1","BOTH",-9.844,28,24,20.5714285714286
"TFPI2","ORF",-1.988,26,23,20.3461538461538
"RSAD1","BOTH",-2.224,26,23,20.3461538461538
"SHANK2","BOTH",-2.718,26,23,20.3461538461538
"SERPINF1","ORF",-2.145,24,22,20.1666666666667
